# Experiment File Name : 20170808_Burnham_LoCal_Run6.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2017-09-19 12:14:13 PM
# Instrument Type : StepOnePlus System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.027","-0.002","false","13.0","53830.39",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.026","-0.002","false","14.0","53820.707",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.024","-0.002","false","15.0","53784.137",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.023","-0.002","false","16.0","53709.777",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.021","-0.002","false","17.0","53658.637",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.02","-0.001","false","18.0","53641.22",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.018","-0.002","false","19.0","53519.977",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.017","-0.001","false","20.0","53500.043",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.016","-0.001","false","21.0","53622.926",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.015","0.0","false","22.0","53565.84",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.013","-0.001","false","23.0","53462.867",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.012","0.0","false","24.0","53419.73",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.012","0.002","false","25.0","53373.777",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.013","0.004","false","26.0","53285.23",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.014","0.006","false","27.0","53248.258",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.018","0.013","false","28.0","53165.742",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.028","0.024","false","29.0","53145.7",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.048","0.045","false","30.0","53093.53",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.088","0.087","false","31.0","53046.176",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.163","0.164","false","32.0","53032.363",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.301","0.303","false","33.0","52885.14",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.522","0.526","false","34.0","52702.113",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","0.788","0.793","false","35.0","52451.715",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","1.014","1.021","false","36.0","52349.348",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","1.206","1.215","false","37.0","52101.105",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","1.394","1.404","false","38.0","51948.31",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","1.564","1.575","false","39.0","51739.156",
"20170808_Burnham_LoCal_Run6.eds","","A2","DWV","58","1.702","1.715","false","40.0","51548.023",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.107","0.007","false","1.0","53326.438",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.104","0.006","false","2.0","53073.777",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.1","0.003","false","3.0","52860.387",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.096","0.002","false","4.0","52581.117",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.093","0.0","false","5.0","52654.367",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.091","0.0","false","6.0","52603.37",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.088","-0.001","false","7.0","52502.094",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.086","-0.001","false","8.0","52452.746",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.084","-0.001","false","9.0","52408.04",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.082","-0.001","false","10.0","52511.355",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.081","-0.001","false","11.0","52404.92",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.078","-0.002","false","12.0","52287.74",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.076","-0.002","false","13.0","52290.207",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.075","-0.001","false","14.0","52252.414",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.073","-0.001","false","15.0","52246.86",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.072","-0.001","false","16.0","52246.215",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.07","0.0","false","17.0","52201.58",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.069","0.0","false","18.0","52197.28",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.069","0.002","false","19.0","52068.996",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.069","0.004","false","20.0","51988.61",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.072","0.009","false","21.0","52044.145",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.079","0.018","false","22.0","52019.46",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.094","0.035","false","23.0","52079.992",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.124","0.066","false","24.0","52094.004",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.182","0.127","false","25.0","52153.668",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.291","0.238","false","26.0","52068.72",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.481","0.429","false","27.0","51933.375",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","0.743","0.693","false","28.0","51541.81",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","1.003","0.955","false","29.0","51339.523",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","1.219","1.172","false","30.0","51292.523",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","1.433","1.388","false","31.0","50948.113",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","1.617","1.574","false","32.0","50860.54",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","1.779","1.738","false","33.0","50601.453",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","1.915","1.876","false","34.0","50400.453",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","2.026","1.989","false","35.0","50162.867",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","2.118","2.083","false","36.0","50086.816",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","2.198","2.165","false","37.0","49808.387",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","2.262","2.23","false","38.0","49735.266",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","2.318","2.288","false","39.0","49783.832",
"20170808_Burnham_LoCal_Run6.eds","","A3","DWV","59","2.359","2.331","false","40.0","49773.484",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.048","0.01","false","1.0","48710.94",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.041","0.005","false","2.0","47966.688",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.037","0.003","false","3.0","47502.566",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.033","0.001","false","4.0","47469.168",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.03","0.0","false","5.0","47158.004",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.026","-0.001","false","6.0","46930.58",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.024","-0.001","false","7.0","46793.223",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.021","-0.001","false","8.0","46898.53",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.019","-0.002","false","9.0","46493.535",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.016","-0.002","false","10.0","46334.023",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.015","-0.001","false","11.0","46337.414",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.013","-0.001","false","12.0","46223.453",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.013","0.001","false","13.0","46192.35",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.012","0.003","false","14.0","45981.742",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.014","0.007","false","15.0","45952.473",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.02","0.015","false","16.0","45887.805",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.032","0.03","false","17.0","45794.344",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.058","0.058","false","18.0","45639.996",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.109","0.111","false","19.0","45548.88",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.205","0.21","false","20.0","45369.473",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.379","0.385","false","21.0","45296.223",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.643","0.652","false","22.0","45089.7",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","0.931","0.942","false","23.0","44747.574",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","1.167","1.181","false","24.0","44521.76",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","1.376","1.392","false","25.0","44136.42",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","1.586","1.604","false","26.0","43936.773",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","1.759","1.78","false","27.0","43909.008",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","1.908","1.931","false","28.0","43480.254",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.027","2.052","false","29.0","43306.93",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.128","2.155","false","30.0","43190.906",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.214","2.243","false","31.0","43048.65",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.283","2.314","false","32.0","42751.105",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.34","2.373","false","33.0","42658.258",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.388","2.424","false","34.0","42599.07",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.429","2.467","false","35.0","42495.06",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.463","2.503","false","36.0","42353.207",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.491","2.534","false","37.0","42335.33",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.52","2.565","false","38.0","42219.914",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.546","2.593","false","39.0","42039.82",
"20170808_Burnham_LoCal_Run6.eds","","A4","DWV","60","2.566","2.616","false","40.0","42062.17",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.113","0.005","false","1.0","64626.207",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.111","0.004","false","2.0","64513.797",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.108","0.002","false","3.0","64566.2",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.105","0.001","false","4.0","64383.527",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.104","0.001","false","5.0","64528.45",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.101","0.0","false","6.0","64392.56",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.1","0.0","false","7.0","64472.4",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.098","0.0","false","8.0","64449.926",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.097","0.0","false","9.0","64426.336",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.095","-0.001","false","10.0","64403.0",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.093","-0.001","false","11.0","64352.297",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.092","-0.001","false","12.0","64526.02",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.091","-0.001","false","13.0","64408.117",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.09","-0.001","false","14.0","64570.207",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.088","-0.001","false","15.0","64337.504",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.087","-0.001","false","16.0","64464.293",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.085","-0.001","false","17.0","64502.4",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.084","-0.001","false","18.0","64354.973",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.083","0.0","false","19.0","64465.164",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.082","0.0","false","20.0","64368.848",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.081","0.0","false","21.0","64255.29",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.081","0.001","false","22.0","64214.89",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.081","0.003","false","23.0","64227.062",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.084","0.007","false","24.0","64187.004",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.089","0.014","false","25.0","64225.17",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.102","0.028","false","26.0","64155.945",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.127","0.055","false","27.0","64088.36",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.177","0.106","false","28.0","64124.69",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.272","0.202","false","29.0","64214.504",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.442","0.374","false","30.0","64030.29",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.705","0.638","false","31.0","63847.473",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","0.988","0.922","false","32.0","63786.535",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","1.212","1.148","false","33.0","63453.062",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","1.412","1.35","false","34.0","63106.234",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","1.605","1.543","false","35.0","62974.383",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","1.773","1.713","false","36.0","62717.17",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","1.908","1.849","false","37.0","62563.645",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","2.02","1.963","false","38.0","62221.766",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","2.111","2.056","false","39.0","62235.54",
"20170808_Burnham_LoCal_Run6.eds","","A5","DWV","61","2.186","2.132","false","40.0","61992.703",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.067","0.011","false","1.0","48024.95",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.062","0.008","false","2.0","47590.28",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.057","0.005","false","3.0","47336.504",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.053","0.003","false","4.0","47105.156",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.049","0.001","false","5.0","46893.938",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.047","0.0","false","6.0","46753.01",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.044","-0.001","false","7.0","46682.24",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.042","-0.001","false","8.0","46599.8",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.04","-0.001","false","9.0","46484.082",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.037","-0.002","false","10.0","46389.504",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.035","-0.002","false","11.0","46273.207",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.033","-0.002","false","12.0","46214.594",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.032","-0.002","false","13.0","46153.152",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.03","-0.001","false","14.0","46117.73",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.027","-0.002","false","15.0","46002.492",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.026","-0.002","false","16.0","45971.793",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.024","-0.001","false","17.0","45934.996",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.022","-0.001","false","18.0","45743.57",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.021","-0.001","false","19.0","45733.82",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.02","0.0","false","20.0","45677.793",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.018","0.001","false","21.0","45543.73",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.018","0.002","false","22.0","45543.336",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.019","0.006","false","23.0","45527.39",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.022","0.01","false","24.0","45398.33",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.03","0.02","false","25.0","45307.914",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.048","0.04","false","26.0","45294.387",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.081","0.075","false","27.0","45317.637",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.148","0.144","false","28.0","45183.7",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.269","0.267","false","29.0","45103.316",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.474","0.473","false","30.0","44960.957",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.733","0.735","false","31.0","44824.188",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","0.963","0.967","false","32.0","44753.74",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.149","1.155","false","33.0","44614.465",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.319","1.327","false","34.0","44359.89",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.475","1.484","false","35.0","44198.05",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.608","1.619","false","36.0","44108.742",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.72","1.734","false","37.0","43971.78",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.809","1.824","false","38.0","43920.54",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.889","1.906","false","39.0","43763.375",
"20170808_Burnham_LoCal_Run6.eds","","A6","DWV","62","1.954","1.973","false","40.0","43534.754",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.123","0.003","false","1.0","59049.043",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.122","0.004","false","2.0","59203.2",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.118","0.002","false","3.0","58876.555",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.115","0.0","false","4.0","58538.53",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.113","0.0","false","5.0","58603.676",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.111","-0.001","false","6.0","58583.195",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.109","-0.001","false","7.0","58417.492",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.107","-0.001","false","8.0","58421.914",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.106","-0.001","false","9.0","58363.926",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.105","-0.001","false","10.0","58364.598",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.104","0.0","false","11.0","58347.258",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.104","0.002","false","12.0","58339.62",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.107","0.007","false","13.0","58233.234",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.114","0.015","false","14.0","58325.85",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.128","0.032","false","15.0","58134.65",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.16","0.065","false","16.0","58218.43",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.218","0.125","false","17.0","58111.992",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.329","0.236","false","18.0","57967.633",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.525","0.434","false","19.0","57738.387",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","0.806","0.717","false","20.0","57592.152",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","1.093","1.006","false","21.0","57335.035",
"20170808_Burnham_LoCal_Run6.eds","","A7","DWV","63","1.32","1.235","false","22.0","57125.797",
